survival_prob,ci_lower,ci_upper,Group,GraftTime
0.9087068872717001,0.9043421114409536,0.9128822258057266,Nationwide,267.0
0.9086456495274268,0.9042794803276722,0.9128223919438354,Nationwide,268.0
0.9084618247955772,0.9040914737870944,0.912642780401151,Nationwide,269.0
0.9082166590082886,0.9038407382764952,0.9124032262465078,Nationwide,270.0
0.9079713442243037,0.9035898568577876,0.9121635199193577,Nationwide,271.0
0.9078485873333124,0.9034643155632299,0.9120435682122416,Nationwide,272.0
0.907602840947082,0.903212996480089,0.9118034357484806,Nationwide,273.0
0.9075413960319815,0.9031501596436271,0.9117433930821253,Nationwide,274.0
0.9071726766132241,0.9027731002083156,0.911383075864439,Nationwide,275.0
0.9069268470145206,0.9025217231051927,0.9111428355040014,Nationwide,276.0
0.906619560016142,0.9022075166851498,0.9108425204455667,Nationwide,277.0
0.906558090115808,0.9021446642504178,0.9107824436019878,Nationwide,278.0
0.9062507406141428,0.9018304119896933,0.9104820497027497,Nationwide,279.0
0.9058819212121421,0.9014533310005781,0.910121555805438,Nationwide,280.0
0.9058204429684218,0.9013904776968495,0.9100614633094931,Nationwide,281.0
0.9057589647247013,0.9013276250475422,0.9100013701742831,Nationwide,282.0
0.9056974864809824,0.9012647730520252,0.9099412764004128,Nationwide,283.0
0.905451573506102,0.9010133715952369,0.9097008949303318,Nationwide,284.0
0.9052671011991058,0.9008247878581265,0.9095205663959425,Nationwide,285.0
0.9050826288921103,0.9006362099648929,0.9093402321521951,Nationwide,286.0
0.9047751332649822,0.9003218825256247,0.9090396226717129,Nationwide,287.0
0.9045906358887047,0.9001332938037251,0.908859249419014,Nationwide,288.0
0.9043446393870003,0.8998818511720634,0.908618742956427,Nationwide,289.0
0.9040371437598715,0.8995675622879411,0.908318095800052,Nationwide,290.0
0.9036681490073158,0.8991904366551625,0.907957298659745,Nationwide,291.0
0.903483639074216,0.8990018692177341,0.9077768797630227,Nationwide,292.0
0.9031145689602155,0.898624698638254,0.9074159774544275,Nationwide,293.0
0.902868505458013,0.8983732465777836,0.9071753476499617,Nationwide,294.0
